"קוד עיר","שם עיר","חובת רחובות כן / לא","ניתן לתאם כן / לא"
"1227","יתד","1","Y"
"1228","רקפת","0","Y"
"1229","כלנית","0","Y"
"1230","לבנים","0","Y"
"1231","פריגן","0","Y"
"1232","יבול","0","Y"
"1233","שקף","0","Y"
"1234","קבועה","0","Y"
"1235","שורשים","0","Y"
"1236","נירית","1","Y"
"1237","תלמי יוסף","0","Y"
"1238","סופה","0","Y"
"1239","חולית","0","Y"
"1240","עין הבשור","1","Y"
"1241","דקל","0","Y"
"1242","נתיב העשרה","0","Y"
"1243","קציר","1","Y"
"1244","תמרת","1","Y"
"1245","סלמה","0","Y"
"1246","עראמשה","0","Y"
"1247","לא פעיל","0","N"
"1248","אליפז","0","N"
"1249","הרדוף","0","Y"
"1251","עין תמר","0","N"
"1252","כורזים","0","Y"
"1253","אמנון","1","Y"
"1254","נטף","0","Y"
"1255","לוטן","0","N"
"1256","אשרת","1","Y"
"1257","חנתון","0","Y"
"1258","מסד","0","Y"
"1259","נווה שלום","0","Y"
"1260","רתמים","0","Y"
"1261","הר עמשא","0","N"
"1262","מחנה בלדד","0","N"
"1263","כפר ורדים","1","Y"
"1264","כרמי יוסף","1","Y"
"1265","שומריה","0","Y"
"1266","שחרות","0","N"
"1267","לא פעיל","0","N"
"1268","מיתר","1","Y"
"1269","מצפה דני (ליד מחמש)","0","N"
"1270","מעני אבו חאמד","0","Y"
"1271","להבים","0","Y"
"1272","חלוץ","0","Y"
"1273","מכבים-רעות","1","Y"
"1274","גן נר","0","Y"
"1275","אבטליון","0","Y"
"1276","נח""ל אשבל","0","Y"
"1279","נווה חריף","0","N"
"1280","ניצני סיני","0","N"
"1282","מירב","0","N"
"1283","תל תאומים","0","Y"
"1284","נופית","1","Y"
"1285","כרכום","0","Y"
"1286","שגב שלום","0","Y"
"1287","שני","0","N"
"1288","גבעת אלה","1","Y"
"1290","זמר","0","Y"
"1291","כמהין","0","N"
"1292","ג`דיידה-מכר","0","Y"
"1293","גבעת אבני","1","Y"
"1294","אור הגנוז","0","Y"
"1295","יאנוח-ג`ת","0","Y"
"1296","כסרא-סמיע","0","Y"
"1297","כפר חנניה","0","Y"
"1298","אתגר","0","Y"
"1299","שעורים","0","Y"
"1303","חורה","0","Y"
"1304","שוהם","1","Y"
"1306","צור יגאל","1","Y"
"1308","צורן","1","Y"
"1309","אלעד","1","Y"
"1310","לפיד","1","Y"
"1311","אבשלום","0","Y"
"1313","פוריה עילית","1","Y"
"1315","מתן","1","Y"
"1316","אל - עריאן","0","Y"
"1317","דמיידה","0","Y"
"1318","מבואות ים","0","Y"
"1319","בת חפר","1","Y"
"1321","ח`ואלד","0","Y"
"1322","הודיות","0","Y"
"1323","בת הדר","0","Y"
"1324","ארסוף","1","Y"
"1325","כפר זוהרים","0","Y"
"1326","קרית שלמה","0","Y"
"1327","רמת הנגב","0","Y"
"1328","סנסנה","0","N"
"1329","עין כרם-בי""ס חקלאי","0","Y"
"1330","אחוזת ברק","1","Y"
"1331","כמאנה","0","Y"
"1333","נוף איילון","1","Y"
"1337","שמשית","1","Y"
"1340","מרחב-עם","0","N"
"1345","צור יצחק","1","Y"
"1401","בת חצור","0","N"
"1402","לא פעיל","0","Y"
"1403","חצרות חפר","0","Y"
"1404","חצרות יסף","0","Y"
"1405","חצרות כ""ח","0","Y"
"1407","חצרות געש","0","N"
"1408","חצרות כרמל","0","Y"
"1409","חצר בארותיים","0","Y"
"1411","מחנה הילה (פלמחים)","0","Y"
"1412","תל נוף","0","Y"
"1413","מחנה יהודית","0","Y"
"1414","לא פעיל","0","N"
"1415","מחנה יפה","0","Y"
"1417","עדי","0","Y"
"1707","מחנה נתן (ליד באר שבע)","0","Y"
"1722","לא פעיל","","Y"
"1751","מרכז למחקר גרעיני - נחל שורק","0","Y"
"1763","שער הנגב","0","Y"
"1771","לא פעיל","0","N"
"1793","שלומציון","0","N"
"2002","תנובות","0","Y"
"2003","תלמי אלעזר","0","Y"
"2006","כנות","0","Y"
"2008","שדה יצחק","1","Y"
"2009","יובל","0","Y"
"2010","כפר בן נון","1","Y"
"2011","ינון","1","Y"
"2012","אורות","0","Y"
"2013","בן שמן-מושב","0","Y"
"2014","גבעולים","0","Y"
"2015","שדי חמד","1","Y"
"2016","רוויה","0","Y"
"2018","גבעת חיים איחוד","0","Y"
"2021","אשל הנשיא","0","Y"
"2023","להב","0","Y"
"2024","אום אל-קוטוף","0","Y"
"2026","ירדנה","0","Y"
"2029","מדרך עוז","0","Y"
"2030","מנוחה","0","Y"
"2032","אפעל-בית אבות","0","Y"
"2033","בית חלקיה","0","Y"
"2034","חצור הגלילית","1","Y"
"2035","עדנים","1","Y"
"2038","ברקת","0","Y"
"2039","קרית יערים","1","Y"
"2042","עין גדי","0","N"
"2043","בחן","0","Y"
"2044","מלילות","0","Y"
"2045","נחלה","0","Y"
"2046","סגולה","0","Y"
"2047","ניר משה","0","Y"
"2048","ניר עקיבא","0","Y"
"2049","שדה צבי","1","Y"
"2050","תלמי ביל""ו","0","Y"
"2051","רווחה","1","Y"
"2052","אביטל","0","Y"
"2053","פרזון","0","Y"
"2054","מיטב","0","Y"
"2055","מאור","1","Y"
"2057","שדי תרומות","0","Y"
"2059","פעמי תש""ז","1","Y"
"2060","ברוש","0","Y"
"2061","תדהר","0","Y"
"2062","תאשור","0","Y"
"2063","דישון","0","Y"
"2064","זרועה","0","Y"
"2100","טירת כרמל","1","Y"
"2155","צומת כ""ח - מבואות החרמון","0","Y"
"2200","דימונה","1","Y"
"2300","קרית טבעון","1","Y"
"2400","אור יהודה","1","Y"
"2500","נשר","1","Y"
"2530","באר יעקב","1","Y"
"2550","גדרה","1","Y"
"2560","ערד","1","Y"
"2600","אילת","1","Y"
"2610","בית שמש","1","Y"
"2620","קרית אונו","1","Y"
"2630","קרית גת","1","Y"
"2640","ראש העין","1","Y"
"2650","רמת השרון","1","Y"
"2660","יבנה","1","Y"
"2710","אום אל-פחם","1","Y"
"2720","טירה","1","Y"
"2730","טייבה במשולש","0","Y"
"2742","זבארגה","0","N"
"2800","קרית שמונה","1","Y"
"3000","ירושלים","1","Y"
"3488","כפר עציון","0","Y"
"3555","נתיב הגדוד","0","N"
"3556","אלמוג","0","N"
"3557","קדומים","1","N"
"3558","תומר","0","N"
"3560","אלקנה","1","Y"
"3561","מגדל עוז","0","Y"
"3563","תקוע","0","Y"
"3564","כוכב השחר","0","N"
"3565","רימונים","0","N"
"3566","יפית","0","N"
"3567","סלעית","0","N"
"3568","ריחן","0","N"
"3569","מבוא דותן","0","N"
"3570","אריאל","1","Y"
"3571","שבי שומרון","0","N"
"3572","כפר תפוח","0","N"
"3573","חלמיש","0","N"
"3574","בית אל","0","N"
"3575","בית חורון","1","N"
"3576","מצפה יריחו","1","N"
"3578","שדמות מחולה","0","N"
"3579","אלון מורה","0","N"
"3598","ארגמן","0","N"
"3599","מחולה","0","N"
"3601","קליה","0","N"
"3602","ראש צורים","0","Y"
"3603","הר גילה","1","Y"
"3604","אלון שבות","1","Y"
"3605","משואה","0","N"
"3606","גלגל","0","N"
"3607","ייט""ב","0","N"
"3608","מעלה אפרים","1","N"
"3609","חמרה","0","N"
"3610","מצפה שלם","0","N"
"3611","קרית ארבע","0","Y"
"3612","בקעות","0","N"
"3613","גיתית","0","N"
"3614","מכורה","0","N"
"3615","פצאל","0","N"
"3616","מעלה אדומים","1","Y"
"3617","עופרה","1","N"
"3618","אלעזר","0","Y"
"3619","רועי","0","N"
"3620","נירן","0","N"
"3637","מעלה שומרון","1","N"
"3638","כפר אדומים","0","N"
"3639","ורד יריחו","0","N"
"3640","קרני שומרון","0","N"
"3641","שילה","1","N"
"3642","חומש","0","Y"
"3643","חיננית","0","N"
"3644","גבעון החדשה","1","Y"
"3645","בית הערבה","0","N"
"3646","נח""ל חמדת","0","N"
"3647","יקיר","0","N"
"3648","מתתיהו","0","Y"
"3649","שקד","0","Y"
"3650","אפרתה","1","Y"
"3651","מעלה מכמש","0","N"
"3652","בית אריה","1","N"
"3653","מעלה עמוס","0","Y"
"3654","ברקן","1","Y"
"3655","ניל""י","1","N"
"3656","כרמל","0","N"
"3657","מעון","0","N"
"3658","עטרת","0","N"
"3659","פסגות","0","N"
"3660","עמנואל","1","N"
"3670","טל מנשה","0","N"
"3709","מבוא חורון","0","Y"
"3710","ברכה","0","N"
"3711","לא פעיל","0","N"
"3712","ענב","0","N"
"3713","נעמי","0","N"
"3714","בית אל ב`","0","N"
"3715","עלמון","1","N"
"3717","חרמש","0","N"
"3718","נח""ל אלישע","0","N"
"3719","תלם","0","N"
"3720","שערי תקוה","1","Y"
"3722","אשכולות","0","N"
"3723","פני חבר","0","N"
"3724","נגוהות","0","N"
"3725","נווה דניאל","0","Y"
"3726","נוקדים","0","Y"
"3727","עלי זהב","1","N"
"3729","כדים","0","Y"
"3730","גבעת זאב","1","Y"
"3743","טנא","0","N"
"3745","מצדות יהודה","0","N"
"3746","קרית נטפים","0","N"
"3747","דולב","0","N"
"3748","עתניאל","0","N"
"3749","יצהר","0","N"
"3750","אלפי מנשה","1","Y"
"3751","מגדלים","0","N"
"3752","מעלה לבונה","0","N"
"3754","אספר","0","Y"
"3756","סוסיה","0","N"
"3758","גנים","0","Y"
"3759","אדורה","0","N"
"3760","אורנית","1","Y"
"3762","איתמר","0","N"
"3763","גבע בנימין","1","N"
"3764","חגי","0","N"
"3765","עלי","0","N"
"3766","כרמי צור","0","Y"
"3767","נחליאל","0","N"
"3768","פדואל","0","N"
"3769","הר אדר","1","Y"
"3770","חשמונאים","1","Y"
"3778","עץ אפרים","1","Y"
"3779","כוכב יעקב","0","N"
"3780","בית""ר עילית","0","Y"
"3781","קדר","0","N"
"3782","לא פעיל","0","N"
"3783","נחל גבעות","0","Y"
"3784","שמעה","0","N"
"3785","נחל משכיות","0","N"
"3786","נח""ל אבנת","0","N"
"3787","נעלה","1","N"
"3788","טלמון","0","N"
"3790","נופים","1","N"
"3791","צופין","1","N"
"3792","עופרים","1","N"
"3793","אבני חפץ","0","N"
"3794","בת עין","0","Y"
"3795","רבבה","0","N"
"3796","כפר אורנים","1","Y"
"3797","מודיעין עילית","1","Y"
"3999","קרית חיים","1","Y"
"4000","חיפה","1","Y"
"4001","בוקעאתא","0","Y"
"4002","אלי-עד","0","Y"
"4003","אל-רום","0","Y"
"4004","כפר חרוב","0","Y"
"4005","חספין","0","Y"
"4006","קשת","0","Y"
"4007","יונתן","0","Y"
"4008","מעלה גמלא","0","Y"
"4009","שעל","0","Y"
"4010","אודם","0","Y"
"4011","אבני איתן","0","Y"
"4012","אניעם","0","Y"
"4013","אורטל","0","Y"
"4014","נטור","0","Y"
"4015","בני יהודה","0","Y"
"4017","אלוני הבשן","0","Y"
"4019","מיצר","0","Y"
"4021","גבעת יואב","0","Y"
"4022","גשור","0","Y"
"4023","נח""ל נמרוד","0","Y"
"4024","קלע","0","Y"
"4025","קדמת צבי","0","Y"
"4026","חד-נס","0","Y"
"4028","כנף","0","Y"
"4100","קצרין","1","Y"
"4101","מרום גולן","0","Y"
"4201","מג`דל שמס","0","Y"
"4203","מסעדה","0","Y"
"4204","מבוא חמה","0","Y"
"4301","אפיק","0","Y"
"4303","נווה אטי""ב","0","Y"
"4304","נוב","0","Y"
"4501","ע'ג'ר","0","N"
"4502","עין קנייא","0","Y"
"4503","עין זיוון","0","Y"
"4551","נאות גולן","0","Y"
"4701","רמת מגשימים","0","Y"
"4702","רמות","0","Y"
"4952","מחנה עדי (ליד מרגליות)","0","Y"
"4953","רוגלית","0","Y"
"4954","מעוז ציון","0","N"
"4955","לא פעיל","","Y"
"4956","נופי פרת","1","N"
"4958","ביאדה","0","Y"
"4991","לא פעיל","0","N"
"5000","תל אביב-יפו","1","Y"
"5405","כפר דרום","0","Y"
"5407","מורג","0","Y"
"5408","לא פעיל","0","N"
"5410","נצר חזני","0","Y"
"5423","קטיף","0","N"
"5424","גני טל","0","Y"
"5425","בני עצמון","0","Y"
"5426","ניסנית","1","Y"
"5427","נווה דקלים","0","N"
"5428","אלי סיני","0","N"
"5429","גדיד","0","Y"
"5431","גן אור","0","Y"
"5432","בדולח","0","N"
"5433","רפיח ים","0","N"
"5434","שליו","0","Y"
"5435","דוגית","0","Y"
"5436","פאת שדה","0","Y"
"6000","באקה אל-גרביה","1","Y"
"6100","בני ברק","1","Y"
"6200","בת ים","1","Y"
"6300","גבעתיים","1","Y"
"6400","הרצליה","1","Y"
"6500","חדרה","1","Y"
"6600","חולון","1","Y"
"6700","טבריה","1","Y"
"6800","קרית אתא","1","Y"
"6900","כפר סבא","1","Y"
"7000","לוד","1","Y"
"7100","אשקלון","1","Y"
"7200","נס ציונה","1","Y"
"7300","נצרת","1","Y"
"7400","נתניה","1","Y"
"7500","סח`נין","1","Y"
"7600","עכו","1","Y"
"7700","עפולה","1","Y"
"7800","פרדס חנה-כרכור","1","Y"
"7900","פתח תקוה","1","Y"
"8000","צפת","1","Y"
"8002","חצרות צריפין","0","Y"
"8005","לוד נמל תעופה","0","Y"
"8200","קרית מוצקין","1","Y"
"8300","ראשון לציון","1","Y"
"8400","רחובות","1","Y"
"8500","רמלה","1","Y"
"8600","רמת גן","1","Y"
"8700","רעננה","1","Y"
"8800","שפרעם","1","Y"
"8900","טמרה","0","Y"
"9000","באר שבע","1","Y"
"9001","משרד - מטה","0","N"
"9002","גינות שומרון","1","N"
"9003","לא פעיל-מגזר ערבי בגליל","","Y"
"9004","נתב""ג","0","Y"
"9005","צהל","1","N"
"9100","נהריה","1","Y"
"9200","בית שאן","1","Y"
"9300","זכרון יעקב","1","Y"
"9400","יהוד","1","Y"
"9500","קרית ביאליק","1","Y"
"9600","קרית ים","1","Y"
"9700","הוד השרון","1","Y"
"9800","בנימינה","1","Y"
"9801","ערב אזונר","0","Y"
"9802","ערב אל גוארנה","0","N"
"9803","ערב אל גנאדי","0","Y"
"9804","ערב אל היב","0","N"
"9805","ערב אל ווהב","0","N"
"9808","ערב טוואפרה","0","N"
"9809","ערב אל כעביה","0","N"
"9810","ערב אל חרנאבה","0","N"
"9811","ערב אל מוריסאת","0","Y"
"9812","ערב אל נגדאת","0","N"
"9813","ערב אל סגיראת","0","Y"
"9816","ערב אל סמניה","0","Y"
"9817","ערב אל עיסאת","0","Y"
"9818","ערב אל עיצאת","0","Y"
"9820","ערב אל פמאז","0","Y"
"9821","ערב אל שבאב","0","N"
"9823","ערב גזאלין","0","N"
"9826","ערב סעדיה","0","N"
"9829","ציקלון","0","Y"
"9833","קרית חוף","0","N"
"9837","שבטה","0","N"
"9841","תל השומר","0","Y"
"9849","בית ירח","0","Y"
"9851","ורד הגליל","0","Y"
"9856","כפר אליהו","0","Y"
"9857","כפר זמיר","0","Y"
"9859","מרכז אבשלום","0","N"
"9861","נווה הרצוג","0","Y"
"9864","עין איברהים","0","Y"
"9874","לא פעיל","","Y"
"9876","תל חי","0","Y"
"9882","מגדל תפן","0","Y"
"9884","יחד","0","Y"
"9885","מחנה טלי","0","N"
"9886","מרעית","0","N"
"9887","מתמור","0","N"
"9889","עין כמונים","0","Y"
"9897","משגב","0","Y"
"9917","גבעת חביבה","0","Y"
"9924","הדסים","0","Y"
"9936","טבחה","0","N"
"9939","יבולה","0","Y"
"9942","ימין אורד","0","Y"
"9948","כפר אל עוברה","0","Y"
"9949","כפר בפטיסטים","0","Y"
"9952","כפר הירוק","0","Y"
"9955","כפר מרמורק","0","Y"
"9957","כפר נחום","0","Y"
"9962","מבחור","0","Y"
"9974","מכון וינגייט","0","Y"
"9975","לא פעיל","0","N"
"9976","מצדה","0","N"
"9977","מצודת כח","0","Y"
"9978","עמק חפר","0","Y"
"9980","מסמיה","0","Y"
"9981","שלווה במדבר","0","N"
"9983","נווה הדסה","0","N"
"9993","עין בוקק","0","Y"
"10001","לא פעיל","0","N"
"10002","מחנה שמשון (ליד טורעאן)","0","Y"
"10003","פסגת זאב","0","Y"
"10004","ראש הנקרה","0","Y"
"10007","דביר","0","Y"
"10009","חצרים - בסיס","0","Y"
"10010","חוות השקמים","0","Y"
"10012","אלון","0","N"
"10013","חברון","0","N"
"10014","מועאוויה","0","Y"
"10015","ניצן","1","Y"
"10016","שערי אברהם (מחנה שערי אברהם)","0","Y"
"10017","תל ציון","0","N"
"10018","הרשות הפלשטינאית","0","N"
"10019","מחנה תל נוף (ליד בית אלעזרי)","0","Y"
"10100","מוסמוס","0","Y"
"10101","מושיריפה","0","Y"
"10102","נוה יעקב","0","Y"
"10103","א ת עמק חפר","0","Y"
"10104","מפעלי ים המלח","0","N"
"10105","רפאל מכון לשם","0","Y"
"10106","אל ח'וואלד מערב","0","Y"
"10107","אל עזי","0","Y"
"10108","באר גנים","0","Y"
"10109","באר מילכה","0","N"
"10110","בית-גמאל","0","Y"
"10111","בני דקלים","0","Y"
"10112","בני נצרים","0","Y"
"10113","רותם","0","N"
"10114","ג'יש","0","Y"
"10115","גבעות בר","0","Y"
"10116","גן השלושה","0","Y"
"10117","חוות נסיונות גילת","0","Y"
"10118","חוף גולן","0","Y"
"10119","חורשת טל","0","Y"
"10120","חמדת","0","Y"
"10121","חמת גדר","0","Y"
"10122","יבור","0","Y"
"10123","מחנה 80 (ליד פרדס חנה)","0","Y"
"10124","כרם בן שמן","0","Y"
"10125","כרם עמי","0","Y"
"10126","כרמית","0","Y"
"10127","מבואות עירון","0","Y"
"10128","מצפה אילן","0","Y"
"10129","נאות סמדר","0","N"
"10130","נווה","0","Y"
"10131","מחנה יואב (ליד קלע)","0","Y"
"10132","ניצן ב'","0","Y"
"10133","סואעד","0","Y"
"10134","סולם שונם","0","Y"
"10135","עין חוד","0","Y"
"10136","עינבר","0","Y"
"10137","ערב אל נעים","0","Y"
"10138","צוקים","0","Y"
"10139","צמח","0","Y"
"10140","קדיתא","0","Y"
"10141","קציעות","0","N"
"10142","מחנה יוכבד (ליד עובדה)","0","Y"
"10143","ראס אל עין","0","Y"
"10144","רחלים","0","Y"
"10145","רמת חובב","0","Y"
"10146","רשות החולה","0","Y"
"10147","שבות רחל","0","Y"
"10148","תרדיון - פארק תעשיות","0","Y"
"13516","מודיעין מכבים רעות","1","Y"
"100016","עובדה","0","N"
"100017","נעמה","0","N"
"100018","שריגים","0","Y"
"100019","א.ת אלון התבור (אלון תבור)","1","Y"
"100020","קידר","0","N"
"100021","שילר","0","N"
"100022","עצמון גוש שג","0","N"
"100024","לטרון","0","N"
"100025","אוניברסטת בר אילן","0","Y"
"100026","פארק אריאל שרון","0","N"
"100027","נבטים מושב","0","Y"
"100029","רמת מוצא","1","Y"
"100030","אזור תעשיה קיסריה","0","Y"
"100031","קרית תעופה (אייר פורט סיטי)","1","Y"
"100032","אזור תעשיה חבל מודיעין","1","Y"
"100033","צריפין - שער ראשון","0","Y"
"100034","כרמי קטיף","0","Y"
"100035","ברוכין","0","N"
"100036","מפעל רפאל נגב","0","N"
"100037","מחנה רמון","0","N"
"100038","מחנה נחשונים (ליד בית אריה)","N","N"
"100039","מחנה נפתלי (ליד שדה אילן)","N","Y"
"100040","א נח'יל","N","N"
"100041","מחנה ביסל""ח","N","N"
"100042","א.ת. שורק-איקאה","N","Y"
"100043","בסיס נאעורה","N","N"
"100044","אירוס","N","Y"
"100045","קמ""ג (דימונה)","N","N"
"100046","פארק תעשיות רותם","N","N"
"100047","מחנה כמוס","N","N"
"100048","עארה","N","N"
"100049","א.ת. עטרות (ירושלים)","N","Y"
"100050","מתקן אדם","N","N"
"100051","נאות קדומים","N","N"
"100052","חריש","N","Y"
"100053","צריפין - שער ירושלים","N","Y"
"100054","צריפין - שער יפו","N","Y"
"100055","א.ת. ציפורית","N","Y"
"100056","כפר אלדד","N","Y"
"100057","תל אפק","N","N"
"100058","מגרון","N","N"
"100059","פארק המדע-רחובות/נס ציונה","N","Y"
"100060","עיר הבה""דים (מחנה אריאל שרון)","N","Y"
"100061","בת חן","N","Y"
"100062","מבואות יריחו","N","N"
"100063","גלעד","N","Y"
"100064","אסף הרופא","N","Y"
"100065","עלה נגב","N","Y"
"100066","מישור רותם","N","N"
"100067","מוצב מכבים","N","Y"
"100068","לא פעיל","N","N"
"100069","הדסה הר צופים","N","Y"
"100070","בסיס מזי","N","Y"
"100071","מחנה בר לב","N","Y"
"100072","אליהב כרם עמי חרוב","N","Y"
"100073","מחנה יצחק (נפח ליד אורטל)","N","Y"
"100074","שלפים","0","Y"
"100075","נהר הירדן - גשר","0","Y"
"100076","מפעלים אזורים - בית שאן","0","Y"
"100077","אזור תעשיה מיתרים","0","N"
"100078","שלומית","0","Y"
"100079","שנתי במדבר","0","N"
"100080","אליאב","0","Y"
"100081","","0","N"
"100082","אזור תעשיה-מבוא גלבוע","0","Y"
"100083","גשר אלנבי","0","N"
"100084","טל משנה","0","N"
"100085","אזור תעשיה הר טוב","0","Y"
"100086","אזור תעשיה קדמת גליל","0","Y"
"100087","אזור תעשייה בר לב","0","Y"
"100088","אזור תעשייה עד הלום","0","Y"
"100089","בית ליד","0","Y"
"100090","בסיס נמרה","0","Y"
"100091","כלא שטה","0","Y"
"100092","מחנה גלילות","0","Y"
"100093","תע""ש - תעשיה צבאית","0","Y"
"100094","סינמה סיטי - גלילות","0","Y"
"100095","א. תעשייה לב הארץ","0","Y"
"100096","גבעת הראל","0","N"
"100097","חוות יאיר","0","N"
"100098","לשם (ליד עלי זהב)","0","N"
"100099","מצפה ישי","0","N"
"100100","לא פעיל","0","N"
"100101","מעלה עירון","0","Y"
"100102","א.תעשיה מישור אדומים","0","Y"
"100103","אחיה","0","N"
"100104","כפר רפאל","0","Y"
"100106","מחנה צור","0","N"
"100107","669- VIP פלאפון","0","Y"
"100108","בסיס פלוגות","0","Y"
"100109","מת""מ","0","Y"
